time,wind_speed_10m,wind_speed_100m,temperature_2m,surface_pressure,normalized_power
2023-03-06 21:00:00,4.63,8.15,-3.7,1014.4,0.1364
2023-03-06 22:00:00,6.62,10.28,-2.8,1016.6,0.5321
2023-03-06 23:00:00,4.6,7.74,-5.9,1006.3,0.192
2023-03-07 00:00:00,4.25,7.08,-1.1,1016.1,0.0654
2023-03-07 01:00:00,1.44,3.29,-7.5,1021.7,0.0
2023-03-07 02:00:00,6.53,10.56,-1.7,1016.2,0.4665
2023-03-07 03:00:00,5.62,8.06,-0.4,1016.3,0.1771
2023-03-07 04:00:00,1.66,3.08,-6.8,1016.9,0.0
2023-03-07 05:00:00,4.04,7.84,-4.2,1022.1,0.1019
2023-03-07 06:00:00,10.83,17.99,-0.9,1021.2,1.0
2023-03-07 07:00:00,4.05,6.09,-1.3,1011.7,0.0074
2023-03-07 08:00:00,3.27,4.65,-1.2,1020.6,0.0211
2023-03-07 09:00:00,6.9,10.61,0.4,1021.3,0.5225
2023-03-07 10:00:00,17.44,29.49,-6.5,1008.9,0.0
2023-03-07 11:00:00,4.98,7.87,1.8,1015.9,0.1449
2023-03-07 12:00:00,10.02,15.85,-1.8,1017.9,0.9871
2023-03-07 13:00:00,11.61,18.73,-2.7,1004.6,0.9493
2023-03-07 14:00:00,5.34,8.47,-7.2,1013.1,0.2483
2023-03-07 15:00:00,11.34,19.33,-1.6,1012.9,0.9867
2023-03-07 16:00:00,6.86,10.51,1.1,1013.2,0.5501
2023-03-07 17:00:00,9.78,16.57,-0.2,1020.0,1.0
2023-03-07 18:00:00,9.53,15.53,-0.1,1015.6,0.9341
2023-03-07 19:00:00,8.08,13.83,-1.8,1017.5,1.0
2023-03-07 20:00:00,2.85,5.57,-0.9,1016.1,0.0076
2023-03-07 21:00:00,11.03,17.95,-4.5,1025.7,0.992
2023-03-07 22:00:00,5.03,7.96,-0.7,1019.8,0.2287
2023-03-07 23:00:00,3.54,5.78,-2.4,1015.7,0.0434
2023-03-08 00:00:00,1.57,2.49,-4.4,1015.0,0.0
2023-03-08 01:00:00,6.52,9.58,2.2,1013.2,0.333
2023-03-08 02:00:00,7.12,12.48,-5.9,1012.1,1.0
2023-03-08 03:00:00,0.95,1.69,1.4,1011.2,0.0
2023-03-08 04:00:00,5.73,8.6,1.6,1020.0,0.2518
2023-03-08 05:00:00,3.6,4.6,-2.3,1012.5,0.0171
2023-03-08 06:00:00,7.27,10.39,3.2,1018.6,0.4982
2023-03-08 07:00:00,3.41,5.99,-2.3,1014.0,0.069
2023-03-08 08:00:00,8.52,13.44,-2.6,1013.0,1.0
2023-03-08 09:00:00,5.92,9.32,-4.6,1014.7,0.3164
2023-03-08 10:00:00,14.19,23.31,-0.5,1023.2,1.0
2023-03-08 11:00:00,3.68,5.67,-3.8,1028.2,0.0
2023-03-08 12:00:00,6.26,10.48,-3.2,1014.6,0.5388
2023-03-08 13:00:00,3.56,5.84,-0.7,1014.2,0.0324
2023-03-08 14:00:00,15.61,25.26,-0.5,1019.9,0.0
2023-03-08 15:00:00,14.21,22.1,4.0,1016.6,1.0
2023-03-08 16:00:00,5.58,8.56,2.8,1013.4,0.1873
2023-03-08 17:00:00,10.12,16.77,1.5,1018.0,0.9703
2023-03-08 18:00:00,12.22,19.42,-0.9,1019.1,1.0
2023-03-08 19:00:00,8.28,14.15,-1.8,1015.1,1.0
2023-03-08 20:00:00,7.65,13.82,-0.5,1015.2,1.0
2023-03-08 21:00:00,4.51,7.71,-2.4,1022.9,0.1759
2023-03-08 22:00:00,2.61,5.12,-2.9,1012.8,0.0363
2023-03-08 23:00:00,11.08,18.39,-0.7,1013.9,0.946
2023-03-09 00:00:00,10.62,16.9,-3.3,1014.4,1.0
2023-03-09 01:00:00,6.88,11.27,-3.1,1023.1,0.6972
2023-03-09 02:00:00,4.4,8.35,3.1,1008.4,0.1671
2023-03-09 03:00:00,4.44,6.89,-5.0,1019.6,0.0952
2023-03-09 04:00:00,7.58,11.67,-3.8,1016.2,0.8498
2023-03-09 05:00:00,10.16,15.79,4.3,1023.5,1.0
2023-03-09 06:00:00,10.34,16.64,-1.6,1017.7,0.9943
2023-03-09 07:00:00,9.11,14.17,4.6,1007.7,1.0
2023-03-09 08:00:00,7.98,13.94,-4.3,1022.7,0.3681
2023-03-09 09:00:00,2.61,4.36,0.1,1015.3,0.0173
2023-03-09 10:00:00,3.82,6.78,2.5,1008.1,0.0307
2023-03-09 11:00:00,13.55,21.8,-3.4,1014.7,0.1856
2023-03-09 12:00:00,9.17,14.19,5.7,1016.4,0.0375
2023-03-09 13:00:00,1.05,0.91,-1.6,1012.1,0.0
2023-03-09 14:00:00,3.42,5.0,1.6,1010.2,0.057
2023-03-09 15:00:00,10.38,17.05,-2.6,1017.5,0.9484
2023-03-09 16:00:00,0.8,1.61,5.0,1011.3,0.0
2023-03-09 17:00:00,4.25,7.26,0.9,1012.2,0.0341
2023-03-09 18:00:00,8.5,12.9,7.1,1021.7,1.0
2023-03-09 19:00:00,9.88,16.02,3.9,1015.0,0.9779
2023-03-09 20:00:00,8.96,13.92,2.7,1011.4,1.0
2023-03-09 21:00:00,4.32,7.25,-3.5,1012.7,0.1093
2023-03-09 22:00:00,8.74,14.47,0.1,1017.8,0.9899
2023-03-09 23:00:00,4.01,5.81,-1.3,1018.0,0.0361
2023-03-10 00:00:00,4.57,7.99,0.1,1019.2,0.169
2023-03-10 01:00:00,7.97,14.33,0.5,1019.7,1.0
2023-03-10 02:00:00,6.84,11.6,-3.1,1017.9,0.8304
2023-03-10 03:00:00,8.99,14.48,-0.5,1018.9,0.9865
2023-03-10 04:00:00,6.92,11.03,-0.3,1014.6,0.6077
2023-03-10 05:00:00,6.31,10.11,-3.5,1012.0,0.4604
2023-03-10 06:00:00,2.36,3.37,2.8,1021.9,0.0602
2023-03-10 07:00:00,5.15,8.5,0.8,1020.0,0.25
2023-03-10 08:00:00,4.49,6.6,2.9,1015.4,0.1235
2023-03-10 09:00:00,4.52,6.2,1.7,1013.9,0.0968
2023-03-10 10:00:00,16.08,26.21,-6.0,1025.7,0.0
2023-03-10 11:00:00,6.55,10.64,-2.9,1012.9,0.5534
2023-03-10 12:00:00,13.86,22.13,5.8,1017.4,0.9959
2023-03-10 13:00:00,9.72,14.99,2.8,1013.8,1.0
2023-03-10 14:00:00,12.32,20.15,-5.7,1014.9,1.0
2023-03-10 15:00:00,8.39,13.01,1.7,1013.5,1.0
2023-03-10 16:00:00,9.21,14.85,-2.9,1007.9,0.9401
2023-03-10 17:00:00,8.09,14.17,-7.3,1018.1,1.0
2023-03-10 18:00:00,4.57,7.81,5.8,1019.1,0.1557
2023-03-10 19:00:00,10.27,15.83,0.3,1013.9,1.0
2023-03-10 20:00:00,5.14,7.57,0.8,1026.9,0.098
2023-03-10 21:00:00,1.42,2.4,-4.4,1017.7,0.0213
2023-03-10 22:00:00,8.0,12.15,-4.0,1017.2,0.9424
2023-03-10 23:00:00,3.43,4.36,-5.5,1018.1,0.0124
2023-03-11 00:00:00,11.65,19.21,5.2,1014.4,0.9944
2023-03-11 01:00:00,11.69,19.15,-5.5,1012.8,0.9741
2023-03-11 02:00:00,10.26,16.91,5.9,1013.7,0.9423
2023-03-11 03:00:00,4.59,7.6,-3.2,1014.6,0.1511
2023-03-11 04:00:00,0.92,1.45,-4.0,1019.0,0.0
2023-03-11 05:00:00,10.86,17.21,0.1,1015.2,0.9925
2023-03-11 06:00:00,5.39,9.05,-2.1,1019.2,0.2917
2023-03-11 07:00:00,13.35,22.56,0.6,1011.7,0.9565
2023-03-11 08:00:00,13.89,22.22,-2.8,1014.2,1.0
2023-03-11 09:00:00,11.29,17.69,-0.8,1013.9,1.0
2023-03-11 10:00:00,5.27,7.87,-2.4,1001.5,0.0953
2023-03-11 11:00:00,6.46,9.96,3.3,1014.9,0.388
2023-03-11 12:00:00,12.84,20.95,2.1,1012.6,1.0
2023-03-11 13:00:00,6.14,8.67,1.1,1018.6,0.2661
2023-03-11 14:00:00,4.43,7.45,3.9,1019.7,0.1396
2023-03-11 15:00:00,9.01,14.99,1.2,1011.2,0.9732
2023-03-11 16:00:00,15.99,24.86,0.9,1015.8,0.98
2023-03-11 17:00:00,10.55,16.53,-0.2,1011.6,0.9606
2023-03-11 18:00:00,8.72,14.18,-2.2,1018.1,1.0
2023-03-11 19:00:00,3.07,4.9,-2.2,1014.0,0.0
2023-03-11 20:00:00,8.52,14.12,0.8,1014.6,1.0
2023-03-11 21:00:00,17.14,27.71,3.8,1015.9,0.0
2023-03-11 22:00:00,3.19,5.93,2.3,1017.9,0.0205
2023-03-11 23:00:00,6.42,10.21,2.2,1017.0,0.4429
2023-03-12 00:00:00,10.1,15.79,-3.4,1018.6,0.4294
2023-03-12 01:00:00,7.88,12.15,2.3,1019.9,0.9386
2023-03-12 02:00:00,7.26,12.21,-0.9,1016.5,0.9344
2023-03-12 03:00:00,7.25,11.77,1.1,1012.8,0.8603
2023-03-12 04:00:00,4.54,7.74,2.4,1010.6,0.1587
2023-03-12 05:00:00,4.13,7.07,-3.6,1013.9,0.0915
2023-03-12 06:00:00,9.03,13.43,1.0,1017.9,1.0
2023-03-12 07:00:00,9.47,14.68,1.3,1011.5,0.9703
2023-03-12 08:00:00,10.95,17.14,4.0,1021.3,0.961
2023-03-12 09:00:00,12.65,20.02,-1.3,1012.8,1.0
2023-03-12 10:00:00,7.41,11.77,0.3,1016.5,0.8274
2023-03-12 11:00:00,7.65,13.01,1.1,1022.9,1.0
2023-03-12 12:00:00,11.8,19.86,-1.3,1016.3,0.9637
2023-03-12 13:00:00,9.92,15.92,-1.4,1012.6,1.0
2023-03-12 14:00:00,10.8,17.36,-1.5,1006.9,0.9603
2023-03-12 15:00:00,12.36,19.63,0.0,1018.6,1.0
2023-03-12 16:00:00,14.38,23.37,6.6,1018.2,0.9983
2023-03-12 17:00:00,6.36,10.44,0.2,1019.3,0.5574
2023-03-12 18:00:00,6.59,11.17,2.2,1017.4,0.675
2023-03-12 19:00:00,3.02,5.37,0.6,1014.8,0.0
2023-03-12 20:00:00,8.1,11.76,-0.6,1013.8,0.8576
2023-03-12 21:00:00,1.71,2.68,0.4,1017.2,0.0
2023-03-12 22:00:00,6.27,11.0,3.2,1020.9,0.6177
2023-03-12 23:00:00,6.62,10.47,0.3,1005.1,0.5019
2023-03-13 00:00:00,4.22,7.53,0.2,1021.0,0.0358
2023-03-13 01:00:00,6.46,10.3,-0.1,1016.1,0.5313
2023-03-13 02:00:00,1.27,2.17,-2.7,1016.5,0.0189
2023-03-13 03:00:00,1.39,1.57,4.4,1020.0,0.0
2023-03-13 04:00:00,8.64,13.35,-0.8,1016.5,1.0
2023-03-13 05:00:00,4.65,7.97,5.9,1018.1,0.1093
2023-03-13 06:00:00,2.74,4.97,1.6,1010.7,0.0203
2023-03-13 07:00:00,6.43,10.44,5.7,1016.1,0.4654
2023-03-13 08:00:00,9.4,14.5,0.0,1019.2,1.0
2023-03-13 09:00:00,4.21,6.85,-1.8,1015.6,0.0848
2023-03-13 10:00:00,8.57,14.66,4.4,1015.9,1.0
2023-03-13 11:00:00,2.87,5.7,-1.2,1017.9,0.0133
2023-03-13 12:00:00,2.33,3.58,5.2,1018.9,0.0
2023-03-13 13:00:00,8.48,12.76,2.8,1023.3,0.9904
2023-03-13 14:00:00,8.73,14.67,5.9,1019.0,1.0
2023-03-13 15:00:00,9.97,16.0,-2.7,1022.6,1.0
2023-03-13 16:00:00,11.13,18.62,4.1,1016.8,1.0
2023-03-13 17:00:00,18.1,29.52,-1.9,1007.7,0.0
2023-03-13 18:00:00,8.09,12.58,-7.7,1015.5,1.0
2023-03-13 19:00:00,5.8,9.43,3.9,1014.0,0.3754
2023-03-13 20:00:00,10.81,18.31,0.7,1017.0,0.9524
2023-03-13 21:00:00,4.76,7.64,4.1,1015.9,0.0842
2023-03-13 22:00:00,6.02,9.15,1.1,1018.3,0.3243
2023-03-13 23:00:00,2.25,2.7,0.8,1014.5,0.0604
2023-03-14 00:00:00,1.24,1.54,6.2,1018.3,0.0
2023-03-14 01:00:00,12.0,19.21,1.4,1018.9,0.9524
2023-03-14 02:00:00,8.81,14.77,-0.7,1017.6,0.9735
2023-03-14 03:00:00,7.16,10.94,0.7,1011.6,0.5952
2023-03-14 04:00:00,4.89,8.87,1.5,1021.0,0.2541
2023-03-14 05:00:00,3.09,4.21,-9.0,1019.9,0.0293
2023-03-14 06:00:00,3.04,6.33,2.7,1016.7,0.0387
2023-03-14 07:00:00,4.1,7.68,5.7,1010.2,0.1836
2023-03-14 08:00:00,7.01,11.45,0.8,1018.6,0.742
2023-03-14 09:00:00,9.17,13.88,-0.5,1015.3,0.9759
2023-03-14 10:00:00,8.98,14.53,2.3,1015.2,0.9666
2023-03-14 11:00:00,5.33,8.41,7.1,1017.1,0.1756
2023-03-14 12:00:00,16.1,25.35,2.6,1023.3,0.0066
2023-03-14 13:00:00,11.1,18.18,1.7,1018.0,0.9956
2023-03-14 14:00:00,8.88,13.9,-0.4,1017.0,0.9863
2023-03-14 15:00:00,9.62,15.18,-2.8,1015.3,0.989
2023-03-14 16:00:00,7.35,11.8,1.1,1017.6,0.8114
2023-03-14 17:00:00,5.31,8.27,1.1,1017.4,0.1878
2023-03-14 18:00:00,6.36,11.56,-5.8,1019.8,0.8624
2023-03-14 19:00:00,10.7,17.03,-1.6,1015.3,0.9891
2023-03-14 20:00:00,1.15,2.13,5.0,1014.2,0.0131
2023-03-14 21:00:00,3.04,5.02,0.1,1015.7,0.0
2023-03-14 22:00:00,1.82,3.17,-7.6,1017.1,0.0596
2023-03-14 23:00:00,1.63,2.9,6.6,1017.3,0.0
2023-03-15 00:00:00,9.66,16.19,-1.9,1017.6,0.9857
2023-03-15 01:00:00,7.46,12.26,-0.4,1013.7,0.9216
2023-03-15 02:00:00,5.37,8.85,4.9,1017.3,0.177
2023-03-15 03:00:00,2.23,3.65,-1.4,1020.4,0.0
2023-03-15 04:00:00,5.5,8.84,-5.7,1022.7,0.2336
2023-03-15 05:00:00,5.5,8.37,2.0,1021.6,0.2085
2023-03-15 06:00:00,3.2,5.15,4.0,1017.4,0.0306
2023-03-15 07:00:00,5.65,9.31,-0.4,1017.0,0.3182
2023-03-15 08:00:00,5.65,9.4,0.8,1022.6,0.3411
2023-03-15 09:00:00,8.05,13.16,-2.9,1017.2,1.0
2023-03-15 10:00:00,8.68,13.93,-2.3,1021.1,1.0
2023-03-15 11:00:00,2.09,3.36,0.1,1017.5,0.0
2023-03-15 12:00:00,6.54,10.28,3.5,1008.1,0.4375
2023-03-15 13:00:00,9.56,15.7,1.6,1020.3,0.991
2023-03-15 14:00:00,8.27,13.28,4.8,1021.5,0.9862
2023-03-15 15:00:00,13.52,22.04,7.0,1016.3,1.0
2023-03-15 16:00:00,10.15,17.06,4.3,1013.0,1.0
2023-03-15 17:00:00,4.24,6.44,-4.3,1023.7,0.0401
2023-03-15 18:00:00,2.7,4.74,0.2,1017.1,0.0129
2023-03-15 19:00:00,9.16,14.88,4.3,1016.3,1.0
2023-03-15 20:00:00,1.54,3.72,0.8,1019.4,0.012
2023-03-15 21:00:00,7.74,12.42,-4.4,1028.6,1.0
2023-03-15 22:00:00,12.76,21.11,-0.7,1019.6,1.0
2023-03-15 23:00:00,6.87,11.15,-6.7,1018.4,0.6798
2023-03-16 00:00:00,5.02,7.31,0.5,1018.1,0.1212
2023-03-16 01:00:00,6.88,10.84,-0.9,1024.5,0.5726
2023-03-16 02:00:00,5.24,9.03,0.2,1020.0,0.2585
2023-03-16 03:00:00,5.86,9.24,5.6,1021.3,0.2834
2023-03-16 04:00:00,10.87,16.3,-3.2,1019.1,1.0
2023-03-16 05:00:00,4.82,7.8,-1.0,1020.0,0.2099
2023-03-16 06:00:00,12.34,19.36,-2.5,1016.7,0.9725
2023-03-16 07:00:00,11.1,18.09,5.2,1018.5,1.0
2023-03-16 08:00:00,3.76,7.04,5.4,1015.1,0.1093
2023-03-16 09:00:00,2.34,4.26,2.7,1015.8,0.0106
2023-03-16 10:00:00,2.97,5.73,2.6,1019.8,0.0345
2023-03-16 11:00:00,1.35,1.85,-2.7,1015.0,0.0251
2023-03-16 12:00:00,3.12,4.97,2.2,1018.4,0.0102
2023-03-16 13:00:00,10.28,16.04,-2.5,1016.4,0.985
2023-03-16 14:00:00,2.83,4.18,1.6,1013.4,0.0412
2023-03-16 15:00:00,6.24,9.56,0.3,1018.8,0.3448
2023-03-16 16:00:00,13.16,20.56,-0.6,1021.0,1.0
2023-03-16 17:00:00,1.61,3.44,1.6,1012.6,0.0
2023-03-16 18:00:00,12.0,18.21,3.8,1020.3,0.9976
2023-03-16 19:00:00,5.33,9.47,7.7,1013.4,0.2735
2023-03-16 20:00:00,3.21,5.96,3.4,1023.3,0.0369
2023-03-16 21:00:00,8.92,14.77,9.4,1020.1,0.9501
2023-03-16 22:00:00,7.74,11.89,2.2,1012.6,0.7965
2023-03-16 23:00:00,10.51,16.09,7.7,1021.3,0.9492
2023-03-17 00:00:00,8.04,12.72,3.3,1015.6,1.0
2023-03-17 01:00:00,8.53,14.21,2.6,1014.2,0.9661
2023-03-17 02:00:00,3.9,6.33,1.1,1020.9,0.0411
2023-03-17 03:00:00,3.01,4.25,2.8,1022.9,0.0
2023-03-17 04:00:00,7.72,13.21,3.2,1020.0,1.0
2023-03-17 05:00:00,8.57,14.92,-3.2,1016.6,0.9383
2023-03-17 06:00:00,14.62,23.57,4.2,1018.7,0.9982
2023-03-17 07:00:00,5.45,8.91,-3.5,1015.7,0.2437
2023-03-17 08:00:00,5.39,7.84,4.2,1017.4,0.1635
2023-03-17 09:00:00,9.92,15.84,3.8,1019.7,1.0
2023-03-17 10:00:00,5.67,9.51,6.7,1012.4,0.2558
2023-03-17 11:00:00,14.37,23.52,-1.3,1019.8,1.0
